content,source_file,chapter,section,subsection,department,system_category,content_type,chunk_type,hierarchy_level,parent_chunk,keywords,char_count,token_count
诊断 实验室改变 活动期ESR增快，IgG、IgA和IgM均增高，75％～90％的患者血补体C 、C 降低，50％～60％的患者抗心磷脂抗体IgG型或IgM型阳性，80％～95％的患者抗核抗体（ANA）阳性，血清ANA效价≥1∶80，对结缔组织病有诊断意义，狼疮带实验SLE阳性率为70％，IgG沉着诊断意义更大。SLE的分期 （1）轻型SLE：约占25％，实验室检查符合，症状较轻，仅有皮疹，或虽有轻度活动性，但症状轻微，如疲倦、关节痛、肌肉痛、皮疹等，而累及的靶器官功能正常或稳定。（2）重型SLE：活动程度较高，病情较严重，患者有发热、乏力等全身症状，实验室检查有明显异常。（3）急性暴发性危重SLE：指SLE患者病情突发恶化，狼疮高热持久不退、急性肾衰竭、狼疮脑病癫痫 发作、狼疮心肌损害、狼疮血液危象等。诊断标准 根据1972年及1982年的美国风湿医学会标准，凡具有下列11项准则中的任意4项以上，可诊断为红斑性狼疮：①面颊有红斑------脸上之蝶形皮疹。②圆盘红斑。③阳光过敏。④口腔溃疡。⑤非糜烂性关节炎。⑥浆液膜炎包括有肋膜炎或心包膜炎。⑦肾功能障碍，出现蛋白尿或尿中有圆柱体。⑧神经障碍如抽搐或精神病。⑨血液障碍主要是溶血性贫血，网状血球增多，加上下列之一：白细胞计数过低（＜4000/mm ）、淋巴细胞数量过少（＜1500/mm ）、血小板计数过少（＜100000/mm ）。⑩免疫系统障碍有下列之一：狼疮细胞阳性反应、DNA抗体、核酸核蛋白抗体、梅毒血清假阳性反应半年以上。⑪抗核抗体（ANA）阳性反应。治疗 药物治疗 SLE目前虽不能根治，但合理治疗可以缓解，尤其是早期患者。强调早期诊断、早期治疗，以避免或延缓不可逆的组织脏器的病理损害，维持重要脏器功能。在疾病的活动期应积极控制病情，使其逐步稳定，达到缓解或长期平稳。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,,风湿免疫科,免疫性疾病,药物治疗,临床表现,2,,"狼疮,SLE,抗体,诊断,患者",775,387
SLE的治疗主要包括控制炎症反应、免疫抑制、免疫调节和对症治疗。药物分类和作用机制 治疗SLE药物主要包括抗炎药物如NSAIDs、抗疟药和糖皮质激素。免疫抑制剂有环磷酰胺、AZA和CsA。抗疟药有抗光敏和稳定溶酶体膜作用，并具有在皮肤积蓄较多的特点，对控制皮损、光敏和轻度关节炎有效。该类药物的主要不良反应是引起视网膜退行性病变，服药期间应定期检查眼底，一般在治疗开始用药6个月后检查1次，以后每隔3个月复查。另有心脏病患者，特别是心动过缓或传导阻滞者禁用。糖皮质激素直接作用于G 期细胞及免疫效应淋巴细胞，抑制炎症反应，对炎症细胞及炎症介质也有强力的抑制作用，是目前治疗SLE的主要和基本药物。适用于有内脏损害或血液病变和病情活动者。环磷酰胺（CTX）作用于免疫系统的定向干细胞S期，抑制细胞分化、增殖，从而抑制免疫效应细胞，作用较缓慢但持久。对体液免疫的抑制作用较强，能抑制B细胞增殖和抗体生成，对T细胞介导的免疫非特异性炎症反应也有效。AZA主要抑制非特异性炎症反应，抑制细胞免疫。其不良反应较CTX少，尤其对肿瘤免疫监视系统和性腺影响小。CsA可特异性抑制T淋巴细胞IL-2的产生，发挥选择性的细胞免疫抑制作用，主要影响G 和G 早期细胞，对已合成DNA的细胞无明显作用。治疗药物的选用 轻型SLE 症状轻微，无明显内脏损害。平时要避免日光刺激，穿保护性衣服，外出时用光防护系数在15以上的遮光剂，避免日光浴。如只有皮疹者，可短期局部应用激素，但脸部应尽量避免使用强效激素类外用。皮疹多，外用无效者可用抗疟药，氯喹每日200mg，每日1次，或羟氯喹每日200～400mg，每日1或2次，治疗2～3周。氯喹对光过敏和关节症状也有一定疗效。也可用NSAIDs如双氯芬酸25mg，每日3次。如上述治疗无效，应及早服用小剂量糖皮质激素治疗，必要时加用免疫抑制剂。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,,风湿免疫科,免疫性疾病,药物治疗,概述,2,,"细胞,免疫,治疗,炎症,SLE",781,390
应注意轻型SLE可因过敏、感染、妊娠生育、环境变化等因素而加重。重型SLE 治疗主要分诱导缓解和维持治疗两个阶段。诱导缓解目的在于迅速控制病情，阻止或逆转内脏损害，力求疾病完全缓解，多数患者的诱导缓解期需要超过半年至1年，但应注意过分免疫抑制诱发的并发症，尤其是感染、性腺抑制等。（1）糖皮质激素：通常选用中效制剂泼尼松，常规剂量为每日60～100mg，病情较轻可采用中小剂量如每日30～40mg。足量激素持续6～8周，病情明显好转后缓慢减量，最后以最小有效剂量长期维持（≤每日10mg）。在治疗过程中应同时或适时加用免疫抑制剂，如环磷酰胺、AZA等，以便更快地诱导病情缓解和巩固疗效，并避免长期使用较大剂量激素导致的严重不良反应。SLE的激素疗程较漫长，应注意保护下丘脑---垂体---肾上腺轴，避免使用对该轴影响较大的长效激素。（2）细胞毒类药物与激素合用能有效地诱导疾病缓解，提高疗效，阻止和逆转病变的发展，改善远期预后，并有助于激素顺利撤减。该类药物中环磷酰胺为首选，其次为AZA。CTX口服每日1.0～2.5mg/kg，也可静脉用CTX 200mg/kg，每周3次，或400mg/kg，每周2次。或采用大剂量静脉冲击疗法。用药期间应密切注意血象监测，避免导致白细胞计数过低。AZA在控制肾脏和神经系统病变效果较差，而对浆膜炎、血液系统、皮疹等较好，可引起造血危象，严重粒细胞和血小板缺乏症。MTX通过抑制核酸的合成发挥细胞毒作用，疗效不及环磷酰胺冲击疗法，但长期用药耐受性较佳。主要用于关节炎、肌炎、浆膜炎和皮肤损害为主的SLE。如大剂量激素联合环磷酰胺或AZA使用4～12周，病情仍不改善，应加用CSA，每日5mg/kg，分2次服用，服用3个月，以后每月减1mg/kg，至每日3mg/kg作维持治疗。其主要不良反应为肝肾功能损害，使用期间应予以监测。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,,风湿免疫科,免疫性疾病,药物治疗,治疗,2,,"kg,激素,SLE,AZA,环磷酰胺",781,390
在需用CTX的病例，由于血白细胞计数减少而暂不能使用者，亦可用本药暂时替代。SLE达到诱导缓解后，应继续巩固治疗。目的在于用最少的药物防止疾病复发，尽可能使患者维持在“无病状态”。口服泼尼松7.5～20mg和每日口服硫唑嘌呤50～100mg维持，部分患者需终身服用激素治疗。必须强调对患者的长期随访。急性暴发性危重SLE 在SLE有重要脏器累及，乃至出现狼疮危象的情况下，如急性爆发性狼疮、重症狼疮性肾炎、中枢神经狼疮和急性自身免疫性贫血、血小板减少性紫癜等需应用以下冲击疗法。（1）甲基泼尼松龙（Methylprednisolone，MP）冲击疗法：即甲基泼尼松龙用至500～1000mg，每日1次，加入5％葡萄糖200mL，静脉滴注1h左右，连续3d为1个疗程，疗程间隔期5～30d，间隔期和冲击后需每日口服泼尼松0.5～1mg/kg，疗程和间隔期长短视具体病情而定。MP冲击疗法只能解决急性期的症状，随后的治疗必须有一定量的激素与环磷酰胺冲击疗法配合使用，否则病情容易反复。需强调的是，在大剂量冲击治疗前或治疗中应密切观察有无感染发生。如有感染应及时给予相应的抗感染治疗。对活动程度严重的SLE，加用细胞毒药物有利于更好地控制SLE活动，减少SLE暴发，同时减少激素的需用量。（2）目前推荐采用美国国立卫生院的CTX冲击疗法：即0.5～1.0g/m 体表面积，静脉注射，每月1次，连续3～6个月后每3个月1次，共2年。多数患者6～12月可缓解病情而进入巩固治疗阶段。由于对环磷酰胺的敏感性存在个体差异，年龄、病情、病程和体质等使其对药物的耐受性有所区别，所以治疗时应根据患者的具体情况，掌握好剂量、冲击间隔期和疗程。除白细胞计数减少和诱发感染外，环磷酰胺冲击治疗的不良反应包括性腺抑制、胃肠道反应、脱发和肝功能损害等。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,,风湿免疫科,免疫性疾病,药物治疗,临床表现,2,,"SLE,冲击疗法,治疗,泼尼松,间隔期",762,381
狼疮性脑病、肾炎或严重血小板计数减少可静脉注射大剂量丙种球蛋白，本疗法是一种强有力的辅助治疗措施，对危重的难治性SLE也颇有效。常用剂量200～400mg/kg静脉注射，每日1次，连续3～5d，必要时每3～4周重复1次。对狼疮脑病癫痫 发作者、急性肾衰竭者、狼疮心肌损害严重者，除使用甲泼尼龙冲击疗法和CTX冲击疗法外，还需进行对症治疗。狼疮癫痫 发作者，宜地西泮肌注或用卡马西平等抗癫痫 药。急性肾衰竭者，宜在血液透析或腹膜透析基础上加强免疫干预治疗。心力衰竭者，宜减轻心脏前后负荷和适当使用洋地黄制剂。常用治疗方案的选用 SLE病程迁延、病变活动与缓解可反复出现，治疗后只能得到不同程度的缓解，而治疗药物常带来严重不良反应。因此，在制定治疗方案时应认真考虑如何达到最大治疗效果与最小药物不良反应之间的平衡。要考虑个体化原则，又要掌握治疗的风险与效应之比，制定具体的治疗方案（见表）。其他治疗 所有SLE患者均应进行包括心理及精神支持、避免日晒或紫外线照射、预防和治疗感染或其他并发症及依据病情选用适当的锻炼方式。对于常规治疗不能控制或重症患者，可选用大剂量免疫球蛋白冲击，血浆置换等方法进行治疗。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,,风湿免疫科,免疫性疾病,药物治疗,治疗,2,,"治疗,狼疮,SLE,剂量,冲击疗法",500,250
病因 SLE病因尚不清楚，可能与环境、性激素、药物和遗传等多种因素有关。遗传素质 SLE有遗传倾向性及家族发病聚集性，同卵孪生者共患SLE的频率（25％～50％）明显高于异卵孪生者（5％），SLE患者近亲中本病的发生率高于一般人群SLE的发病率，说明SLE存在遗传的易感性。环境因素 （1）日光。日光过敏见于40％的SLE患者，表现为光照部位出现红斑，皮疹加重或全身情况恶化等，称为光敏感现象。使SLE患者出现光敏感现象的紫外线主要是波长为290～320nm的紫外线B，具有较强的穿透能力，可穿过云雾层和玻璃。（2）感染。许多间接依据提示SLE的发病与某些感染因素有关，特别是病毒感染，可通过分子模拟或超抗原作用引起自身免疫反应。（3）药物。含有芳香族胺基团或联胺基团的药物可诱发药物性狼疮，可分为两类：第一类是诱发SLE症状的药物，如青霉胺、磺胺类、保泰松和金制剂等。第二类是引起狼疮样综合征的药物，如肼屈嗪、普鲁卡因胺和苯妥英钠，这类药物在应用较长时间和较大剂量后患者可出现SLE的临床症状及实验室改变，SLE患者应慎用。性激素 SLE在女性多发，在育龄妇女多发，妊娠期和产后哺乳期可诱发本病或使病情活动，提示雌激素对SLE的发病及加重有促进作用。目前研究发现，SLE患者体内雌激素水平增高，雄激素降低，同时泌乳素增高可能对SLE病情有影响。发病机制 本病发病机制尚未完全清楚。一般认为是在遗传、环境和性激素等多种因素作用下，引起机体免疫调节功能紊乱，出现T、B淋巴细胞和巨噬细胞功能异常，造成免疫耐受异常，致使淋巴细胞不能正确识别自身组织，导致自身免疫反应的发生和持续。B淋巴细胞 SLE的突出特点是B淋巴细胞功能亢进，95％以上的患者抗核抗体呈阳性。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,病因与发病机制,风湿免疫科,免疫性疾病,药物治疗,概述,3,,"SLE,患者,遗传,发病,淋巴细胞",729,364
可能是环境因素（感染）或超抗原等刺激B淋巴细胞引起B细胞丧失自身耐受，或T辅助淋巴细胞功能亢进促使B细胞保持持续的高活跃状态而产生多种自身抗体，特别是抗核抗体（antinuclear antibodies），这是本病的免疫学特点，也是本病发生和延续的主要因素之一。T淋巴细胞 T细胞是产生和保证自身免疫耐受的主要原因，SLE存在T细胞的多种异常。表现为T抑制细胞（CD$_8^+$ ）减少，T辅助细胞（CD$_4^+$ ）功能过强及“双阴性”（CD$_4^-$CD$_8^-$ ）T细胞增加。SLE中大多数致病性自身抗体的产生都是依赖于T细胞。细胞因子异常 研究发现SLE患者细胞因子分泌异常。狼疮中单核细胞自发产生IL-1和IL-6增加，在活动期更明显，这些细胞因子引起B细胞多克隆活化产生自身抗体。IL-1可诱导IL-8、IL-6、TNF等炎症因子产生，与狼疮肾炎有关，IL-1活性与光过敏亦有关。几乎所有SLE患者血清中IL-2水平均升高，且活动期比缓解期高，IL-2为T细胞的生长因子，由CD$_4^+$ 细胞产生。在SLE活动期，IL-10水平升高，IgG生成增加。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,病因与发病机制,风湿免疫科,免疫性疾病,药物治疗,概述,3,,"IL,细胞,SLE,CD,细胞因子",488,244
全身症状 起病可急可缓，多数早期表现为非特异的全身症状，如发热，尤以低热常见，以及全身不适、乏力、体重减轻等。病情常缓重交替出现。感染、日晒、药物、精神创伤、手术等均可诱发或加重。皮肤和黏膜 皮疹常见，约40％患者有面部典型红斑称为蝶形红斑。急性期有水肿、色鲜红，略有毛细血管扩张及鳞片状脱屑，严重者出现水疱、溃疡、皮肤萎缩和色素沉着。手掌大小鱼际、指端及指（趾）甲周红斑，身体皮肤暴露部位有斑丘疹、紫斑等。出现各种皮肤损害者约占总患病数的80％，毛发易断裂，可有斑秃。15％～20％的患者有雷诺现象。口腔黏膜出现水泡、溃疡，约占12％。少数患者病程中发生带状疱疹。关节、肌肉 约90％以上患者有关节肿痛，且往往是就诊的首发症状，最易受累的是手近端指间关节，膝、足、髁、腕关节均可累及。关节肿痛多呈对称性。约半数患者有晨僵。X线检查常无明显改变，仅少数患者有关节畸形。肌肉酸痛、无力是常见症状。肾脏 约50％患者有肾脏疾病临床表现，如蛋白尿、血尿、管型尿、白细胞尿、低比重尿、浮肿、血压增高、血尿素氮和肌酐增高等，电子显微镜和免疫荧光检查几乎均有肾脏病理学异常。胃肠道 部分患者可表现为胃肠道症状，如上消化道出血、便血、腹水、麻痹性肠梗阻等，这是由于胃肠道的血管炎所致，如肠系膜血管炎。肠系膜血管的动、静脉伴行，支配胃肠营养和功能，如发生病变，则所支配的部位产生相应症状，严重时累及生命。肠系膜血管炎可以导致胃肠道黏膜溃疡、小肠和结肠水肿、梗阻、出血、腹水等，出现腹痛、腹胀、腹泻、便血和黑粪、麻痹性肠梗阻等临床表现。如不及时诊断、治疗，可致肠坏死、穿孔，造成严重后果。神经系统 SLE的神经累及又称为神经精神性狼疮，往往与SLE活动性相关。轻者仅有偏头痛、性格改变、轻度认知障碍。重者可表现为脑血管意外、昏迷、癫痫 持续状态等。癫痫 是中枢神经系统受累的最常见表现，以大发作多见。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,临床表现,风湿免疫科,免疫性疾病,药物治疗,概述,3,,"患者,症状,关节,胃肠道,肠系膜",791,395
神经精神狼疮以弥漫性的高级皮层功能障碍为表现的多与抗神经元抗体、抗核糖体P蛋白抗体相关，以局灶性神经定位体征为表现的多伴有抗磷脂抗体阳性或有全身血管炎或明显病情活动。肝 SLE引起的肝功能损害主要表现为肝肿大、黄疸、肝功能异常以及血清中可存在多种自身抗体等。其中，肝肿大约占10％～32％，多在肋下2～3cm，少数可明显肿大。红斑狼疮引起黄疸的原因很多，主要有溶血性贫血、合并病毒性肝炎，胆道梗阻及急性胰腺炎等。约30％～60％的红斑狼疮患者可有肝功能试验异常，主要表现为转氨酶水平升高、血清白蛋白水平降低、球蛋白水平及血脂水平升高等。红斑狼疮合并肝功能损害常常为轻、中度肝功能异常，严重肝功能损害者较少见。SLE可并发I型自身免疫性肝炎（狼疮性肝炎），多发生于年轻的女性，临床上可表现为乏力、关节痛、发热、肝脾肿大、黄疸等。心脏 约10％～50％的患者出现心脏病变，可能由于疾病本身，也可能由于长期服用糖皮质激素治疗引起。心脏病变包括心包炎、心肌炎、心内膜及瓣膜病变等，依个体病变不同，表现有胸闷、胸痛、心悸、心脏扩大、充血性心力衰竭和心律失常等。肺 肺和胸膜受累约占50％，其中约10％患狼疮性肺炎、胸膜炎和胸腔积液较常见，肺实质损害多数为间质性肺炎和肺间质纤维化，引起肺不张和肺功能障碍。狼疮性肺炎的特征是肺部有斑状浸润，可由一侧转到另一侧，激素治疗能使影消除。在狼疮性肺损害基础上，常继发细菌感染。血液系统 SLE患者常有贫血、白细胞和血小板计数减少。活动性SLE约60％的患者有慢性贫血，10％属溶血性贫血，约40％患者白细胞计数减少或淋巴细胞绝对数减少，本病所致的白细胞计数减少一般发生在治疗前或疾病复发时，大多对激素敏感，与细胞毒药物所致细胞减少不同。约20％患者有血小板计数减少，发生各系统出血如鼻出血、牙龈出血、皮肤紫癜、血尿、便血、颅内出血等。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,临床表现,风湿免疫科,免疫性疾病,药物治疗,临床表现,3,,"肝功能,狼疮性,SLE,10,患者",782,391
其他 部分患者在病变活动时出现淋巴结和腮腺肿大。眼部受累较普遍，如结合膜炎和视网膜病变，少数视力障碍。患者可有月经紊乱和闭经。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,临床表现,风湿免疫科,免疫性疾病,药物治疗,临床表现,3,,"病变,患者,腮腺,膜炎,闭经",63,31
实验室改变 活动期ESR增快，IgG、IgA和IgM均增高，75％～90％的患者血补体C 、C 降低，50％～60％的患者抗心磷脂抗体IgG型或IgM型阳性，80％～95％的患者抗核抗体（ANA）阳性，血清ANA效价≥1∶80，对结缔组织病有诊断意义，狼疮带实验SLE阳性率为70％，IgG沉着诊断意义更大。SLE的分期 （1）轻型SLE：约占25％，实验室检查符合，症状较轻，仅有皮疹，或虽有轻度活动性，但症状轻微，如疲倦、关节痛、肌肉痛、皮疹等，而累及的靶器官功能正常或稳定。（2）重型SLE：活动程度较高，病情较严重，患者有发热、乏力等全身症状，实验室检查有明显异常。（3）急性暴发性危重SLE：指SLE患者病情突发恶化，狼疮高热持久不退、急性肾衰竭、狼疮脑病癫痫 发作、狼疮心肌损害、狼疮血液危象等。诊断标准 根据1972年及1982年的美国风湿医学会标准，凡具有下列11项准则中的任意4项以上，可诊断为红斑性狼疮：①面颊有红斑------脸上之蝶形皮疹。②圆盘红斑。③阳光过敏。④口腔溃疡。⑤非糜烂性关节炎。⑥浆液膜炎包括有肋膜炎或心包膜炎。⑦肾功能障碍，出现蛋白尿或尿中有圆柱体。⑧神经障碍如抽搐或精神病。⑨血液障碍主要是溶血性贫血，网状血球增多，加上下列之一：白细胞计数过低（＜4000/mm ）、淋巴细胞数量过少（＜1500/mm ）、血小板计数过少（＜100000/mm ）。⑩免疫系统障碍有下列之一：狼疮细胞阳性反应、DNA抗体、核酸核蛋白抗体、梅毒血清假阳性反应半年以上。⑪抗核抗体（ANA）阳性反应。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,诊断,风湿免疫科,免疫性疾病,药物治疗,临床表现,3,,"狼疮,SLE,抗体,IgG,ANA",662,331
药物治疗 SLE目前虽不能根治，但合理治疗可以缓解，尤其是早期患者。强调早期诊断、早期治疗，以避免或延缓不可逆的组织脏器的病理损害，维持重要脏器功能。在疾病的活动期应积极控制病情，使其逐步稳定，达到缓解或长期平稳。SLE的治疗主要包括控制炎症反应、免疫抑制、免疫调节和对症治疗。药物分类和作用机制 治疗SLE药物主要包括抗炎药物如NSAIDs、抗疟药和糖皮质激素。免疫抑制剂有环磷酰胺、AZA和CsA。抗疟药有抗光敏和稳定溶酶体膜作用，并具有在皮肤积蓄较多的特点，对控制皮损、光敏和轻度关节炎有效。该类药物的主要不良反应是引起视网膜退行性病变，服药期间应定期检查眼底，一般在治疗开始用药6个月后检查1次，以后每隔3个月复查。另有心脏病患者，特别是心动过缓或传导阻滞者禁用。糖皮质激素直接作用于G 期细胞及免疫效应淋巴细胞，抑制炎症反应，对炎症细胞及炎症介质也有强力的抑制作用，是目前治疗SLE的主要和基本药物。适用于有内脏损害或血液病变和病情活动者。环磷酰胺（CTX）作用于免疫系统的定向干细胞S期，抑制细胞分化、增殖，从而抑制免疫效应细胞，作用较缓慢但持久。对体液免疫的抑制作用较强，能抑制B细胞增殖和抗体生成，对T细胞介导的免疫非特异性炎症反应也有效。AZA主要抑制非特异性炎症反应，抑制细胞免疫。其不良反应较CTX少，尤其对肿瘤免疫监视系统和性腺影响小。CsA可特异性抑制T淋巴细胞IL-2的产生，发挥选择性的细胞免疫抑制作用，主要影响G 和G 早期细胞，对已合成DNA的细胞无明显作用。治疗药物的选用 轻型SLE 症状轻微，无明显内脏损害。平时要避免日光刺激，穿保护性衣服，外出时用光防护系数在15以上的遮光剂，避免日光浴。如只有皮疹者，可短期局部应用激素，但脸部应尽量避免使用强效激素类外用。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,治疗,风湿免疫科,免疫性疾病,药物治疗,概述,3,,"细胞,SLE,治疗,炎症,免疫",751,375
皮疹多，外用无效者可用抗疟药，氯喹每日200mg，每日1次，或羟氯喹每日200～400mg，每日1或2次，治疗2～3周。氯喹对光过敏和关节症状也有一定疗效。也可用NSAIDs如双氯芬酸25mg，每日3次。如上述治疗无效，应及早服用小剂量糖皮质激素治疗，必要时加用免疫抑制剂。应注意轻型SLE可因过敏、感染、妊娠生育、环境变化等因素而加重。重型SLE 治疗主要分诱导缓解和维持治疗两个阶段。诱导缓解目的在于迅速控制病情，阻止或逆转内脏损害，力求疾病完全缓解，多数患者的诱导缓解期需要超过半年至1年，但应注意过分免疫抑制诱发的并发症，尤其是感染、性腺抑制等。（1）糖皮质激素：通常选用中效制剂泼尼松，常规剂量为每日60～100mg，病情较轻可采用中小剂量如每日30～40mg。足量激素持续6～8周，病情明显好转后缓慢减量，最后以最小有效剂量长期维持（≤每日10mg）。在治疗过程中应同时或适时加用免疫抑制剂，如环磷酰胺、AZA等，以便更快地诱导病情缓解和巩固疗效，并避免长期使用较大剂量激素导致的严重不良反应。SLE的激素疗程较漫长，应注意保护下丘脑---垂体---肾上腺轴，避免使用对该轴影响较大的长效激素。（2）细胞毒类药物与激素合用能有效地诱导疾病缓解，提高疗效，阻止和逆转病变的发展，改善远期预后，并有助于激素顺利撤减。该类药物中环磷酰胺为首选，其次为AZA。CTX口服每日1.0～2.5mg/kg，也可静脉用CTX 200mg/kg，每周3次，或400mg/kg，每周2次。或采用大剂量静脉冲击疗法。用药期间应密切注意血象监测，避免导致白细胞计数过低。AZA在控制肾脏和神经系统病变效果较差，而对浆膜炎、血液系统、皮疹等较好，可引起造血危象，严重粒细胞和血小板缺乏症。MTX通过抑制核酸的合成发挥细胞毒作用，疗效不及环磷酰胺冲击疗法，但长期用药耐受性较佳。,临床药物治疗学\content\chap16.tex,免疫性疾病的药物治疗,系统性红斑狼疮,治疗,风湿免疫科,免疫性疾病,药物治疗,临床表现,3,,"每日,激素,诱导,氯喹,SLE",781,390
